"status","diet","common.name","year","N"
"resident","Frugivores","Common Ground-dove",1984,1
"resident","Frugivores","Key West Quail Dov",1984,0
"resident","Frugivores","Pearly-eyed Thrasher",1984,8
"resident","Frugivores","Red-legged Thrush",1984,3
"resident","Frugivores","Antillean Euphonia",1984,2
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1984,1
"resident","Frugivores","Puerto Rican Bullfinch",1984,37
"resident","Frugivores","Black-faced Grassquit",1984,1
"resident","Frugivores","Yellow-faced Grassquit",1984,0
"resident","Frugivores","Northern Mockingbird",1984,0
"resident","Nectarivores","Antillean Mango",1984,0
"resident","Nectarivores","Puero Rican Emerald",1984,0
"resident","Nectarivores","Bananaquit",1984,34
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1984,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1984,1
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1984,3
"resident","Insectivores-Gleaners","Adelaide's Warbler",1984,3
"resident","Insectivores-Gleaners","Black-cowled Oriole",1984,0
"resident","Insectivores-Gleaners","Troupial",1984,2
"resident","Insectivores-Flycatchers","Gray Kingbird",1984,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1984,2
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1984,4
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1984,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1984,10
"migrant",NA,"Merlin",1985,NA
"migrant",NA,"Bicknell's Thrush",1985,NA
"migrant",NA,"Ovenbird",1985,NA
"migrant",NA,"Worm-eating Warbler",1985,2
"migrant",NA,"Northern Waterthrush",1985,NA
"migrant",NA,"Blue-winged Warbler",1985,NA
"migrant",NA,"Black-and-white Warbler",1985,7
"migrant",NA,"Prothonotary Warbler",1985,NA
"migrant",NA,"Swainson's Warbler",1985,NA
"migrant",NA,"Kentucky Warbler",1985,NA
"migrant",NA,"Hooded Warbler",1985,NA
"migrant",NA,"American Redstart",1985,4
"migrant",NA,"Cape May Warbler",1985,NA
"migrant",NA,"Northern Parula",1985,NA
"migrant",NA,"Magnolia Warbler",1985,NA
"migrant",NA,"Black-throated Blue Warbler",1985,NA
"migrant",NA,"Prairie Warbler",1985,NA
"migrant",NA,"Baltimore Oriole",1985,NA
"migrant",NA,"Indigo Bunting",1985,NA
"migrant",NA,"Rose-breasted Grosbeak",1985,NA
"resident","Frugivores","Zenaida Dove",1985,0
"resident","Frugivores","Common Ground-dove",1985,0
"resident","Frugivores","Key West Quail Dov",1985,6
"resident","Frugivores","Pearly-eyed Thrasher",1985,12
"resident","Frugivores","Red-legged Thrush",1985,8
"resident","Frugivores","Antillean Euphonia",1985,2
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1985,1
"resident","Frugivores","Puerto Rican Bullfinch",1985,19
"resident","Frugivores","Black-faced Grassquit",1985,0
"resident","Frugivores","Yellow-faced Grassquit",1985,0
"resident","Frugivores","Northern Mockingbird",1985,0
"resident","Nectarivores","Antillean Mango",1985,2
"resident","Nectarivores","Puero Rican Emerald",1985,0
"resident","Nectarivores","Bananaquit",1985,8
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1985,1
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1985,1
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1985,2
"resident","Insectivores-Gleaners","Adelaide's Warbler",1985,3
"resident","Insectivores-Gleaners","Black-cowled Oriole",1985,0
"resident","Insectivores-Gleaners","Troupial",1985,1
"resident","Insectivores-Flycatchers","Gray Kingbird",1985,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1985,6
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1985,4
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1985,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1985,3
"migrant",NA,"Merlin",1986,NA
"migrant",NA,"Bicknell's Thrush",1986,NA
"migrant",NA,"Ovenbird",1986,NA
"migrant",NA,"Worm-eating Warbler",1986,1
"migrant",NA,"Northern Waterthrush",1986,NA
"migrant",NA,"Blue-winged Warbler",1986,NA
"migrant",NA,"Black-and-white Warbler",1986,7
"migrant",NA,"Prothonotary Warbler",1986,NA
"migrant",NA,"Swainson's Warbler",1986,NA
"migrant",NA,"Kentucky Warbler",1986,NA
"migrant",NA,"Hooded Warbler",1986,NA
"migrant",NA,"American Redstart",1986,3
"migrant",NA,"Cape May Warbler",1986,NA
"migrant",NA,"Northern Parula",1986,NA
"migrant",NA,"Magnolia Warbler",1986,NA
"migrant",NA,"Black-throated Blue Warbler",1986,NA
"migrant",NA,"Prairie Warbler",1986,NA
"migrant",NA,"Baltimore Oriole",1986,NA
"migrant",NA,"Indigo Bunting",1986,NA
"migrant",NA,"Rose-breasted Grosbeak",1986,NA
"resident","Frugivores","Zenaida Dove",1986,0
"resident","Frugivores","Common Ground-dove",1986,1
"resident","Frugivores","Key West Quail Dov",1986,1
"resident","Frugivores","Pearly-eyed Thrasher",1986,8
"resident","Frugivores","Red-legged Thrush",1986,6
"resident","Frugivores","Antillean Euphonia",1986,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1986,0
"resident","Frugivores","Puerto Rican Bullfinch",1986,13
"resident","Frugivores","Black-faced Grassquit",1986,1
"resident","Frugivores","Yellow-faced Grassquit",1986,0
"resident","Frugivores","Northern Mockingbird",1986,0
"resident","Nectarivores","Antillean Mango",1986,0
"resident","Nectarivores","Puero Rican Emerald",1986,0
"resident","Nectarivores","Bananaquit",1986,25
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1986,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1986,10
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1986,3
"resident","Insectivores-Gleaners","Adelaide's Warbler",1986,5
"resident","Insectivores-Gleaners","Black-cowled Oriole",1986,0
"resident","Insectivores-Gleaners","Troupial",1986,3
"resident","Insectivores-Flycatchers","Gray Kingbird",1986,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1986,1
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1986,5
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1986,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1986,5
"migrant",NA,"Merlin",1987,NA
"migrant",NA,"Bicknell's Thrush",1987,NA
"migrant",NA,"Ovenbird",1987,NA
"migrant",NA,"Worm-eating Warbler",1987,0
"migrant",NA,"Northern Waterthrush",1987,NA
"migrant",NA,"Blue-winged Warbler",1987,NA
"migrant",NA,"Black-and-white Warbler",1987,4
"migrant",NA,"Prothonotary Warbler",1987,NA
"migrant",NA,"Swainson's Warbler",1987,NA
"migrant",NA,"Kentucky Warbler",1987,NA
"migrant",NA,"Hooded Warbler",1987,NA
"migrant",NA,"American Redstart",1987,4
"migrant",NA,"Cape May Warbler",1987,NA
"migrant",NA,"Northern Parula",1987,NA
"migrant",NA,"Magnolia Warbler",1987,NA
"migrant",NA,"Black-throated Blue Warbler",1987,NA
"migrant",NA,"Prairie Warbler",1987,NA
"migrant",NA,"Baltimore Oriole",1987,NA
"migrant",NA,"Indigo Bunting",1987,NA
"migrant",NA,"Rose-breasted Grosbeak",1987,NA
"resident","Frugivores","Zenaida Dove",1987,0
"resident","Frugivores","Common Ground-dove",1987,0
"resident","Frugivores","Key West Quail Dov",1987,0
"resident","Frugivores","Pearly-eyed Thrasher",1987,8
"resident","Frugivores","Red-legged Thrush",1987,3
"resident","Frugivores","Antillean Euphonia",1987,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1987,4
"resident","Frugivores","Puerto Rican Bullfinch",1987,20
"resident","Frugivores","Black-faced Grassquit",1987,1
"resident","Frugivores","Yellow-faced Grassquit",1987,0
"resident","Frugivores","Northern Mockingbird",1987,0
"resident","Nectarivores","Antillean Mango",1987,1
"resident","Nectarivores","Puero Rican Emerald",1987,0
"resident","Nectarivores","Bananaquit",1987,17
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1987,1
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1987,1
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1987,0
"resident","Insectivores-Gleaners","Adelaide's Warbler",1987,1
"resident","Insectivores-Gleaners","Black-cowled Oriole",1987,0
"resident","Insectivores-Gleaners","Troupial",1987,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1987,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1987,3
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1987,0
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1987,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1987,12
"migrant",NA,"Merlin",1988,NA
"migrant",NA,"Bicknell's Thrush",1988,NA
"migrant",NA,"Ovenbird",1988,NA
"migrant",NA,"Worm-eating Warbler",1988,1
"migrant",NA,"Northern Waterthrush",1988,NA
"migrant",NA,"Blue-winged Warbler",1988,NA
"migrant",NA,"Black-and-white Warbler",1988,3
"migrant",NA,"Prothonotary Warbler",1988,NA
"migrant",NA,"Swainson's Warbler",1988,NA
"migrant",NA,"Kentucky Warbler",1988,NA
"migrant",NA,"Hooded Warbler",1988,NA
"migrant",NA,"American Redstart",1988,1
"migrant",NA,"Cape May Warbler",1988,NA
"migrant",NA,"Northern Parula",1988,NA
"migrant",NA,"Magnolia Warbler",1988,NA
"migrant",NA,"Black-throated Blue Warbler",1988,NA
"migrant",NA,"Prairie Warbler",1988,NA
"migrant",NA,"Baltimore Oriole",1988,NA
"migrant",NA,"Indigo Bunting",1988,NA
"migrant",NA,"Rose-breasted Grosbeak",1988,NA
"resident","Frugivores","Zenaida Dove",1988,0
"resident","Frugivores","Common Ground-dove",1988,3
"resident","Frugivores","Key West Quail Dov",1988,0
"resident","Frugivores","Pearly-eyed Thrasher",1988,5
"resident","Frugivores","Red-legged Thrush",1988,3
"resident","Frugivores","Antillean Euphonia",1988,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1988,1
"resident","Frugivores","Puerto Rican Bullfinch",1988,11
"resident","Frugivores","Black-faced Grassquit",1988,0
"resident","Frugivores","Yellow-faced Grassquit",1988,0
"resident","Frugivores","Northern Mockingbird",1988,0
"resident","Nectarivores","Antillean Mango",1988,1
"resident","Nectarivores","Puero Rican Emerald",1988,0
"resident","Nectarivores","Bananaquit",1988,14
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1988,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1988,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1988,0
"resident","Insectivores-Gleaners","Adelaide's Warbler",1988,1
"resident","Insectivores-Gleaners","Black-cowled Oriole",1988,0
"resident","Insectivores-Gleaners","Troupial",1988,1
"resident","Insectivores-Flycatchers","Gray Kingbird",1988,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1988,2
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1988,5
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1988,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1988,2
"migrant",NA,"Merlin",1989,1
"migrant",NA,"Bicknell's Thrush",1989,0
"migrant",NA,"Ovenbird",1989,26
"migrant",NA,"Worm-eating Warbler",1989,4
"migrant",NA,"Northern Waterthrush",1989,0
"migrant",NA,"Blue-winged Warbler",1989,0
"migrant",NA,"Black-and-white Warbler",1989,35
"migrant",NA,"Prothonotary Warbler",1989,2
"migrant",NA,"Swainson's Warbler",1989,0
"migrant",NA,"Kentucky Warbler",1989,0
"migrant",NA,"Hooded Warbler",1989,5
"migrant",NA,"American Redstart",1989,13
"migrant",NA,"Cape May Warbler",1989,2
"migrant",NA,"Northern Parula",1989,4
"migrant",NA,"Magnolia Warbler",1989,0
"migrant",NA,"Black-throated Blue Warbler",1989,0
"migrant",NA,"Prairie Warbler",1989,2
"migrant",NA,"Baltimore Oriole",1989,0
"migrant",NA,"Indigo Bunting",1989,0
"migrant",NA,"Rose-breasted Grosbeak",1989,0
"resident","Frugivores","Zenaida Dove",1989,0
"resident","Frugivores","Common Ground-dove",1989,0
"resident","Frugivores","Key West Quail Dov",1989,1
"resident","Frugivores","Pearly-eyed Thrasher",1989,22
"resident","Frugivores","Red-legged Thrush",1989,3
"resident","Frugivores","Antillean Euphonia",1989,2
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1989,0
"resident","Frugivores","Puerto Rican Bullfinch",1989,9
"resident","Frugivores","Black-faced Grassquit",1989,1
"resident","Frugivores","Yellow-faced Grassquit",1989,0
"resident","Frugivores","Northern Mockingbird",1989,0
"resident","Nectarivores","Antillean Mango",1989,22
"resident","Nectarivores","Puero Rican Emerald",1989,0
"resident","Nectarivores","Bananaquit",1989,21
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1989,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1989,3
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1989,0
"resident","Insectivores-Gleaners","Adelaide's Warbler",1989,2
"resident","Insectivores-Gleaners","Black-cowled Oriole",1989,0
"resident","Insectivores-Gleaners","Troupial",1989,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1989,2
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1989,5
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1989,6
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1989,1
"resident","Insectivores-Elaenia","Carribean Elaenia",1989,25
"migrant",NA,"Merlin",1990,1
"migrant",NA,"Bicknell's Thrush",1990,0
"migrant",NA,"Ovenbird",1990,51
"migrant",NA,"Worm-eating Warbler",1990,2
"migrant",NA,"Northern Waterthrush",1990,2
"migrant",NA,"Blue-winged Warbler",1990,0
"migrant",NA,"Black-and-white Warbler",1990,52
"migrant",NA,"Prothonotary Warbler",1990,0
"migrant",NA,"Swainson's Warbler",1990,1
"migrant",NA,"Kentucky Warbler",1990,0
"migrant",NA,"Hooded Warbler",1990,10
"migrant",NA,"American Redstart",1990,21
"migrant",NA,"Cape May Warbler",1990,1
"migrant",NA,"Northern Parula",1990,3
"migrant",NA,"Magnolia Warbler",1990,0
"migrant",NA,"Black-throated Blue Warbler",1990,2
"migrant",NA,"Prairie Warbler",1990,0
"migrant",NA,"Baltimore Oriole",1990,0
"migrant",NA,"Indigo Bunting",1990,0
"migrant",NA,"Rose-breasted Grosbeak",1990,0
"resident","Frugivores","Zenaida Dove",1990,0
"resident","Frugivores","Common Ground-dove",1990,0
"resident","Frugivores","Key West Quail Dov",1990,0
"resident","Frugivores","Pearly-eyed Thrasher",1990,6
"resident","Frugivores","Red-legged Thrush",1990,5
"resident","Frugivores","Antillean Euphonia",1990,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1990,2
"resident","Frugivores","Puerto Rican Bullfinch",1990,17
"resident","Frugivores","Black-faced Grassquit",1990,1
"resident","Frugivores","Yellow-faced Grassquit",1990,0
"resident","Frugivores","Northern Mockingbird",1990,0
"resident","Nectarivores","Antillean Mango",1990,0
"resident","Nectarivores","Puero Rican Emerald",1990,0
"resident","Nectarivores","Bananaquit",1990,34
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1990,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1990,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1990,0
"resident","Insectivores-Gleaners","Adelaide's Warbler",1990,4
"resident","Insectivores-Gleaners","Black-cowled Oriole",1990,0
"resident","Insectivores-Gleaners","Troupial",1990,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1990,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1990,3
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1990,1
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1990,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1990,19
"migrant",NA,"Merlin",1991,0
"migrant",NA,"Bicknell's Thrush",1991,0
"migrant",NA,"Ovenbird",1991,29
"migrant",NA,"Worm-eating Warbler",1991,6
"migrant",NA,"Northern Waterthrush",1991,4
"migrant",NA,"Blue-winged Warbler",1991,0
"migrant",NA,"Black-and-white Warbler",1991,60
"migrant",NA,"Prothonotary Warbler",1991,1
"migrant",NA,"Swainson's Warbler",1991,0
"migrant",NA,"Kentucky Warbler",1991,0
"migrant",NA,"Hooded Warbler",1991,8
"migrant",NA,"American Redstart",1991,19
"migrant",NA,"Cape May Warbler",1991,9
"migrant",NA,"Northern Parula",1991,7
"migrant",NA,"Magnolia Warbler",1991,1
"migrant",NA,"Black-throated Blue Warbler",1991,2
"migrant",NA,"Prairie Warbler",1991,4
"migrant",NA,"Baltimore Oriole",1991,0
"migrant",NA,"Indigo Bunting",1991,1
"migrant",NA,"Rose-breasted Grosbeak",1991,0
"resident","Frugivores","Zenaida Dove",1991,0
"resident","Frugivores","Common Ground-dove",1991,0
"resident","Frugivores","Key West Quail Dov",1991,0
"resident","Frugivores","Pearly-eyed Thrasher",1991,4
"resident","Frugivores","Red-legged Thrush",1991,4
"resident","Frugivores","Antillean Euphonia",1991,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1991,1
"resident","Frugivores","Puerto Rican Bullfinch",1991,16
"resident","Frugivores","Black-faced Grassquit",1991,3
"resident","Frugivores","Yellow-faced Grassquit",1991,0
"resident","Frugivores","Northern Mockingbird",1991,0
"resident","Nectarivores","Antillean Mango",1991,0
"resident","Nectarivores","Puero Rican Emerald",1991,0
"resident","Nectarivores","Bananaquit",1991,15
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1991,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1991,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1991,2
"resident","Insectivores-Gleaners","Adelaide's Warbler",1991,1
"resident","Insectivores-Gleaners","Black-cowled Oriole",1991,0
"resident","Insectivores-Gleaners","Troupial",1991,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1991,2
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1991,2
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1991,3
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1991,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1991,17
"migrant",NA,"Merlin",1992,0
"migrant",NA,"Bicknell's Thrush",1992,0
"migrant",NA,"Ovenbird",1992,35
"migrant",NA,"Worm-eating Warbler",1992,5
"migrant",NA,"Northern Waterthrush",1992,1
"migrant",NA,"Blue-winged Warbler",1992,0
"migrant",NA,"Black-and-white Warbler",1992,67
"migrant",NA,"Prothonotary Warbler",1992,1
"migrant",NA,"Swainson's Warbler",1992,1
"migrant",NA,"Kentucky Warbler",1992,0
"migrant",NA,"Hooded Warbler",1992,4
"migrant",NA,"American Redstart",1992,30
"migrant",NA,"Cape May Warbler",1992,0
"migrant",NA,"Northern Parula",1992,8
"migrant",NA,"Magnolia Warbler",1992,0
"migrant",NA,"Black-throated Blue Warbler",1992,0
"migrant",NA,"Prairie Warbler",1992,12
"migrant",NA,"Baltimore Oriole",1992,0
"migrant",NA,"Indigo Bunting",1992,1
"migrant",NA,"Rose-breasted Grosbeak",1992,0
"resident","Frugivores","Zenaida Dove",1992,0
"resident","Frugivores","Common Ground-dove",1992,0
"resident","Frugivores","Key West Quail Dov",1992,0
"resident","Frugivores","Pearly-eyed Thrasher",1992,6
"resident","Frugivores","Red-legged Thrush",1992,4
"resident","Frugivores","Antillean Euphonia",1992,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1992,1
"resident","Frugivores","Puerto Rican Bullfinch",1992,11
"resident","Frugivores","Black-faced Grassquit",1992,1
"resident","Frugivores","Yellow-faced Grassquit",1992,0
"resident","Frugivores","Northern Mockingbird",1992,0
"resident","Nectarivores","Antillean Mango",1992,1
"resident","Nectarivores","Puero Rican Emerald",1992,0
"resident","Nectarivores","Bananaquit",1992,31
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1992,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1992,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1992,1
"resident","Insectivores-Gleaners","Adelaide's Warbler",1992,5
"resident","Insectivores-Gleaners","Black-cowled Oriole",1992,0
"resident","Insectivores-Gleaners","Troupial",1992,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1992,1
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1992,5
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1992,3
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1992,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1992,11
"migrant",NA,"Merlin",1993,0
"migrant",NA,"Bicknell's Thrush",1993,0
"migrant",NA,"Ovenbird",1993,34
"migrant",NA,"Worm-eating Warbler",1993,2
"migrant",NA,"Northern Waterthrush",1993,0
"migrant",NA,"Blue-winged Warbler",1993,0
"migrant",NA,"Black-and-white Warbler",1993,38
"migrant",NA,"Prothonotary Warbler",1993,0
"migrant",NA,"Swainson's Warbler",1993,1
"migrant",NA,"Kentucky Warbler",1993,0
"migrant",NA,"Hooded Warbler",1993,1
"migrant",NA,"American Redstart",1993,11
"migrant",NA,"Cape May Warbler",1993,0
"migrant",NA,"Northern Parula",1993,7
"migrant",NA,"Magnolia Warbler",1993,1
"migrant",NA,"Black-throated Blue Warbler",1993,0
"migrant",NA,"Prairie Warbler",1993,4
"migrant",NA,"Baltimore Oriole",1993,0
"migrant",NA,"Indigo Bunting",1993,0
"migrant",NA,"Rose-breasted Grosbeak",1993,0
"resident","Frugivores","Zenaida Dove",1993,0
"resident","Frugivores","Common Ground-dove",1993,0
"resident","Frugivores","Key West Quail Dov",1993,1
"resident","Frugivores","Pearly-eyed Thrasher",1993,5
"resident","Frugivores","Red-legged Thrush",1993,5
"resident","Frugivores","Antillean Euphonia",1993,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1993,0
"resident","Frugivores","Puerto Rican Bullfinch",1993,23
"resident","Frugivores","Black-faced Grassquit",1993,0
"resident","Frugivores","Yellow-faced Grassquit",1993,0
"resident","Frugivores","Northern Mockingbird",1993,1
"resident","Nectarivores","Antillean Mango",1993,5
"resident","Nectarivores","Puero Rican Emerald",1993,0
"resident","Nectarivores","Bananaquit",1993,39
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1993,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1993,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1993,3
"resident","Insectivores-Gleaners","Adelaide's Warbler",1993,6
"resident","Insectivores-Gleaners","Black-cowled Oriole",1993,0
"resident","Insectivores-Gleaners","Troupial",1993,1
"resident","Insectivores-Flycatchers","Gray Kingbird",1993,1
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1993,7
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1993,6
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1993,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1993,14
"migrant",NA,"Merlin",1994,0
"migrant",NA,"Bicknell's Thrush",1994,0
"migrant",NA,"Ovenbird",1994,18
"migrant",NA,"Worm-eating Warbler",1994,3
"migrant",NA,"Northern Waterthrush",1994,0
"migrant",NA,"Blue-winged Warbler",1994,0
"migrant",NA,"Black-and-white Warbler",1994,38
"migrant",NA,"Prothonotary Warbler",1994,0
"migrant",NA,"Swainson's Warbler",1994,0
"migrant",NA,"Kentucky Warbler",1994,0
"migrant",NA,"Hooded Warbler",1994,2
"migrant",NA,"American Redstart",1994,9
"migrant",NA,"Cape May Warbler",1994,0
"migrant",NA,"Northern Parula",1994,4
"migrant",NA,"Magnolia Warbler",1994,0
"migrant",NA,"Black-throated Blue Warbler",1994,0
"migrant",NA,"Prairie Warbler",1994,10
"migrant",NA,"Baltimore Oriole",1994,0
"migrant",NA,"Indigo Bunting",1994,0
"migrant",NA,"Rose-breasted Grosbeak",1994,0
"resident","Frugivores","Zenaida Dove",1994,0
"resident","Frugivores","Common Ground-dove",1994,1
"resident","Frugivores","Key West Quail Dov",1994,1
"resident","Frugivores","Pearly-eyed Thrasher",1994,5
"resident","Frugivores","Red-legged Thrush",1994,4
"resident","Frugivores","Antillean Euphonia",1994,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1994,0
"resident","Frugivores","Puerto Rican Bullfinch",1994,13
"resident","Frugivores","Black-faced Grassquit",1994,3
"resident","Frugivores","Yellow-faced Grassquit",1994,0
"resident","Frugivores","Northern Mockingbird",1994,0
"resident","Nectarivores","Antillean Mango",1994,2
"resident","Nectarivores","Puero Rican Emerald",1994,0
"resident","Nectarivores","Bananaquit",1994,37
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1994,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1994,1
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1994,2
"resident","Insectivores-Gleaners","Adelaide's Warbler",1994,2
"resident","Insectivores-Gleaners","Black-cowled Oriole",1994,0
"resident","Insectivores-Gleaners","Troupial",1994,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1994,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1994,4
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1994,6
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1994,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1994,20
"migrant",NA,"Merlin",1995,0
"migrant",NA,"Bicknell's Thrush",1995,0
"migrant",NA,"Ovenbird",1995,44
"migrant",NA,"Worm-eating Warbler",1995,8
"migrant",NA,"Northern Waterthrush",1995,0
"migrant",NA,"Blue-winged Warbler",1995,0
"migrant",NA,"Black-and-white Warbler",1995,50
"migrant",NA,"Prothonotary Warbler",1995,0
"migrant",NA,"Swainson's Warbler",1995,0
"migrant",NA,"Kentucky Warbler",1995,0
"migrant",NA,"Hooded Warbler",1995,3
"migrant",NA,"American Redstart",1995,29
"migrant",NA,"Cape May Warbler",1995,3
"migrant",NA,"Northern Parula",1995,7
"migrant",NA,"Magnolia Warbler",1995,1
"migrant",NA,"Black-throated Blue Warbler",1995,0
"migrant",NA,"Prairie Warbler",1995,5
"migrant",NA,"Baltimore Oriole",1995,0
"migrant",NA,"Indigo Bunting",1995,0
"migrant",NA,"Rose-breasted Grosbeak",1995,2
"resident","Frugivores","Zenaida Dove",1995,0
"resident","Frugivores","Common Ground-dove",1995,1
"resident","Frugivores","Key West Quail Dov",1995,0
"resident","Frugivores","Pearly-eyed Thrasher",1995,10
"resident","Frugivores","Red-legged Thrush",1995,6
"resident","Frugivores","Antillean Euphonia",1995,0
"resident","Frugivores","Puerto Rican Stripe-headed Tanager",1995,0
"resident","Frugivores","Puerto Rican Bullfinch",1995,16
"resident","Frugivores","Black-faced Grassquit",1995,1
"resident","Frugivores","Yellow-faced Grassquit",1995,0
"resident","Frugivores","Northern Mockingbird",1995,0
"resident","Nectarivores","Antillean Mango",1995,1
"resident","Nectarivores","Puero Rican Emerald",1995,0
"resident","Nectarivores","Bananaquit",1995,10
"resident","Insectivores-Gleaners","Mangrove Cuckoo",1995,0
"resident","Insectivores-Gleaners","Puerto Rican Lizard Cuckoo",1995,0
"resident","Insectivores-Gleaners","Puerto Rican Vireo",1995,0
"resident","Insectivores-Gleaners","Adelaide's Warbler",1995,0
"resident","Insectivores-Gleaners","Black-cowled Oriole",1995,0
"resident","Insectivores-Gleaners","Troupial",1995,0
"resident","Insectivores-Flycatchers","Gray Kingbird",1995,0
"resident","Insectivores-Flycatchers","Puero Rican Flycatcher",1995,3
"resident","Insectivores-Flycatchers","Puerto Rican Tody",1995,2
"resident","Insectivores-Flycatchers","Puerto Rican Pewee",1995,0
"resident","Insectivores-Elaenia","Carribean Elaenia",1995,9
